DATE,CPI,UNRATE,FEDFUNDS,REALRATE,LFPART
1973-07-01,44.2,4.8,10.4,,60.9
1973-08-01,45.0,4.8,10.5,,60.7
1973-09-01,45.2,4.8,10.8,,60.8
1973-10-01,45.6,4.6,10.0,,60.9
1973-11-01,45.9,4.8,10.0,,61.2
1973-12-01,46.3,4.9,10.0,,61.2
1974-01-01,46.8,5.1,9.6,,61.3
1974-02-01,47.3,5.2,9.0,,61.4
1974-03-01,47.8,5.1,9.4,,61.3
1974-04-01,48.1,5.1,10.5,,61.1
1974-05-01,48.6,5.1,11.3,,61.2
1974-06-01,49.0,5.4,11.9,,61.2
1974-07-01,49.3,5.5,12.9,,61.4
1974-08-01,49.9,5.5,12.0,,61.2
1974-09-01,50.6,5.9,11.3,,61.4
1974-10-01,51.0,6.0,10.1,,61.3
1974-11-01,51.5,6.6,9.4,,61.3
1974-12-01,51.9,7.2,8.5,,61.2
1975-01-01,52.3,8.1,7.1,,61.4
1975-02-01,52.6,8.1,6.2,,61.0
1975-03-01,52.8,8.6,5.5,,61.2
1975-04-01,53.0,8.8,5.5,,61.3
1975-05-01,53.1,9.0,5.2,,61.5
1975-06-01,53.5,8.8,5.6,,61.2
1975-07-01,54.0,8.6,6.1,,61.3
1975-08-01,54.2,8.4,6.1,,61.3
1975-09-01,54.6,8.4,6.2,,61.2
1975-10-01,54.9,8.4,5.8,,61.2
1975-11-01,55.3,8.3,5.2,,61.1
1975-12-01,55.6,8.2,5.2,,61.1
1976-01-01,55.8,7.9,4.9,,61.3
1976-02-01,55.9,7.7,4.8,,61.3
1976-03-01,56.0,7.6,4.8,,61.3
1976-04-01,56.1,7.7,4.8,,61.6
1976-05-01,56.4,7.4,5.3,,61.5
1976-06-01,56.7,7.6,5.5,,61.5
1976-07-01,57.0,7.8,5.3,,61.8
1976-08-01,57.3,7.8,5.3,,61.8
1976-09-01,57.6,7.6,5.2,,61.6
1976-10-01,57.9,7.7,5.0,,61.6
1976-11-01,58.1,7.8,5.0,,61.9
1976-12-01,58.4,7.8,4.6,,61.8
1977-01-01,58.7,7.5,4.6,,61.6
1977-02-01,59.3,7.6,4.7,,61.9
1977-03-01,59.6,7.4,4.7,,62.0
1977-04-01,60.0,7.2,4.7,,62.1
1977-05-01,60.2,7.0,5.4,,62.2
1977-06-01,60.5,7.2,5.4,,62.4
1977-07-01,60.8,6.9,5.4,,62.1
1977-08-01,61.1,7.0,5.9,,62.3
1977-09-01,61.3,6.8,6.1,,62.3
1977-10-01,61.6,6.8,6.5,,62.4
1977-11-01,62.0,6.8,6.5,,62.8
1977-12-01,62.3,6.4,6.6,,62.7
1978-01-01,62.7,6.4,6.7,,62.8
1978-02-01,63.0,6.3,6.8,,62.7
1978-03-01,63.4,6.3,6.8,,62.8
1978-04-01,63.9,6.1,6.9,,63.0
1978-05-01,64.5,6.0,7.4,,63.1
1978-06-01,65.0,5.9,7.6,,63.3
1978-07-01,65.5,6.2,7.8,,63.2
1978-08-01,65.9,5.9,8.0,,63.2
1978-09-01,66.5,6.0,8.4,,63.3
1978-10-01,67.1,5.8,9.0,,63.3
1978-11-01,67.5,5.9,9.8,,63.5
1978-12-01,67.9,6.0,10.0,,63.6
1979-01-01,68.5,5.9,10.1,,63.6
1979-02-01,69.2,5.9,10.1,,63.8
1979-03-01,69.9,5.8,10.1,,63.8
1979-04-01,70.6,5.8,10.0,,63.5
1979-05-01,71.4,5.6,10.2,,63.3
1979-06-01,72.2,5.7,10.3,,63.5
1979-07-01,73.0,5.7,10.5,,63.6
1979-08-01,73.7,6.0,10.9,,63.6
1979-09-01,74.4,5.9,11.4,,63.8
1979-10-01,75.2,6.0,13.8,,63.7
1979-11-01,76.0,5.9,13.2,,63.7
1979-12-01,76.9,6.0,13.8,,63.9
