DATE,CPI,UNRATE,FEDFUNDS,REALRATE,LFPART
2018-05-01,250.8,3.8,1.7,0.4,62.9
2018-06-01,251.0,4.0,1.8,0.8,63.0
2018-07-01,251.2,3.8,1.9,-0.1,63.0
2018-08-01,251.7,3.8,1.9,-0.1,62.6
2018-09-01,252.2,3.7,2.0,-0.7,62.8
2018-10-01,252.8,3.8,2.2,-0.2,62.9
2018-11-01,252.6,3.8,2.2,0.1,62.9
2018-12-01,252.8,3.9,2.3,0.5,63.0
2019-01-01,252.6,4.0,2.4,0.6,63.1
2019-02-01,253.3,3.8,2.4,0.6,63.1
2019-03-01,254.3,3.8,2.4,5.7,63.0
2019-04-01,255.2,3.7,2.4,3.1,62.8
2019-05-01,255.3,3.6,2.4,1.9,62.9
2019-06-01,255.2,3.6,2.4,1.8,63.0
2019-07-01,255.8,3.7,2.4,1.1,63.1
2019-08-01,256.0,3.6,2.1,0.6,63.1
2019-09-01,256.4,3.5,2.0,0.3,63.2
2019-10-01,257.2,3.6,1.8,-0.0,63.3
2019-11-01,257.9,3.6,1.6,-0.2,63.3
2019-12-01,258.6,3.6,1.6,-0.3,63.3
