DATE,CPI,UNRATE,FEDFUNDS,REALRATE,LFPART
1996-06-01,156.7,5.3,5.3,2.4,66.7
1996-07-01,157.0,5.5,5.4,2.7,66.9
1996-08-01,157.2,5.1,5.2,2.5,66.7
1996-09-01,157.7,5.2,5.3,2.7,66.9
1996-10-01,158.2,5.2,5.2,2.4,67.0
1996-11-01,158.7,5.4,5.3,2.2,67.0
1996-12-01,159.1,5.4,5.3,2.5,67.0
1997-01-01,159.4,5.3,5.2,2.1,67.0
1997-02-01,159.7,5.2,5.2,2.0,66.9
1997-03-01,159.8,5.2,5.4,2.4,67.1
1997-04-01,159.9,5.1,5.5,2.6,67.1
1997-05-01,159.9,4.9,5.5,2.6,67.1
1997-06-01,160.2,5.0,5.6,2.8,67.1
1997-07-01,160.4,4.9,5.5,2.9,67.2
1997-08-01,160.8,4.8,5.5,2.6,67.2
1997-09-01,161.2,4.9,5.5,2.8,67.1
1997-10-01,161.5,4.7,5.5,2.3,67.1
1997-11-01,161.7,4.6,5.5,2.2,67.2
1997-12-01,161.8,4.7,5.5,2.8,67.2
1998-01-01,162.0,4.6,5.6,2.7,67.1
1998-02-01,162.0,4.6,5.5,2.5,67.1
1998-03-01,162.0,4.7,5.5,2.7,67.1
1998-04-01,162.2,4.3,5.4,2.7,67.0
1998-05-01,162.6,4.4,5.5,2.6,67.0
1998-06-01,162.8,4.5,5.6,2.9,67.0
1998-07-01,163.2,4.5,5.5,2.3,67.0
1998-08-01,163.4,4.5,5.6,2.3,67.0
1998-09-01,163.5,4.6,5.5,2.2,67.2
1998-10-01,163.9,4.5,5.1,2.1,67.2
1998-11-01,164.1,4.4,4.8,2.0,67.1
1998-12-01,164.4,4.4,4.7,2.4,67.2
1999-01-01,164.7,4.3,4.6,2.0,67.2
1999-02-01,164.7,4.4,4.8,1.9,67.2
1999-03-01,164.8,4.2,4.8,2.4,67.0
1999-04-01,165.9,4.3,4.7,2.5,67.1
1999-05-01,166.0,4.2,4.7,2.2,67.1
1999-06-01,166.0,4.3,4.8,3.4,67.1
1999-07-01,166.7,4.3,5.0,2.5,67.1
1999-08-01,167.1,4.2,5.1,2.6,67.0
1999-09-01,167.8,4.2,5.2,2.7,67.0
1999-10-01,168.1,4.1,5.2,2.3,67.0
1999-11-01,168.4,4.1,5.4,2.2,67.1
1999-12-01,168.8,4.0,5.3,1.8,67.1
