Date,Price
2006-05-04,9.8078
2006-05-05,9.7966
2006-05-08,9.8086
2006-05-09,10.1569
2006-05-10,10.0123
2006-05-11,9.6153
2006-05-12,9.2955
2006-05-15,9.3469
2006-05-16,9.2252
2006-05-17,9.3047
2006-05-18,9.2175
2006-05-19,9.1934
2006-05-22,9.2165
2006-05-23,9.3315
2006-05-24,9.4724
2006-05-25,9.5156
2006-05-26,9.4749
2006-05-30,9.2411
2006-05-31,9.2381
2006-06-01,9.5064
2006-06-02,9.4274
2006-06-05,9.3032
2006-06-06,9.6895
2006-06-07,9.6031
2006-06-08,9.7718
2006-06-09,9.6046
2006-06-12,9.4796
2006-06-13,9.6033
2006-06-14,9.5504
2006-06-15,9.7146
2006-06-16,9.7072
2006-06-19,9.6436
2006-06-20,9.6195
2006-06-21,9.9912
2006-06-22,9.937
2006-06-23,10.059
2006-06-26,10.0431
2006-06-27,9.9959
2006-06-28,10.0901
2006-06-29,10.3808
2006-06-30,10.4185
2006-07-03,10.5147
2006-07-05,10.4714
2006-07-06,10.5144
2006-07-07,10.4463
2006-07-10,10.3904
2006-07-11,10.5485
2006-07-12,10.3668
2006-07-13,10.1576
2006-07-14,10.0252
2006-07-17,10.1343
2006-07-18,10.014
2006-07-19,9.9134
2006-07-20,9.6182
2006-07-21,9.6925
2006-07-24,9.7122
2006-07-25,9.6739
2006-07-26,9.578
2006-07-27,9.501
2006-07-28,9.6431
2006-07-31,9.6053
2006-08-01,9.3298
2006-08-02,9.1241
2006-08-03,9.3268
2006-08-04,9.2885
2006-08-07,9.3904
2006-08-08,9.4662
2006-08-09,9.3653
2006-08-10,9.2972
2006-08-11,9.1556
2006-08-14,9.1787
2006-08-15,9.4654
2006-08-16,9.6331
2006-08-17,9.5854
2006-08-18,9.5248
2006-08-21,9.3743
2006-08-22,9.3989
2006-08-23,9.2781
2006-08-24,9.2856
2006-08-25,9.2739
2006-08-28,9.4649
2006-08-29,9.4152
2006-08-30,9.46
2006-08-31,9.4048
2006-09-01,9.4066
2006-09-05,9.5497
2006-09-06,9.4448
2006-09-07,9.4038
2006-09-08,9.3879
2006-09-11,9.543
2006-09-12,9.737
2006-09-13,10.1015
2006-09-14,10.0371
2006-09-15,10.1837
2006-09-18,10.3032
2006-09-19,10.0329
2006-09-20,9.8637
2006-09-21,10.1084
2006-09-22,10.0322
2006-09-25,10.0371
2006-09-26,10.1089
2006-09-27,10.0108
2006-09-28,10.0272
2006-09-29,9.9855
2006-10-02,9.974
2006-10-03,10.0386
2006-10-04,10.3283
2006-10-05,10.2317
2006-10-06,10.4476
2006-10-09,10.6588
2006-10-10,10.6004
2006-10-11,10.5967
2006-10-12,10.62
2006-10-13,10.6165
2006-10-16,10.4786
2006-10-17,10.4511
2006-10-18,10.418
2006-10-19,10.5857
2006-10-20,11.4208
2006-10-23,11.9453
2006-10-24,11.7597
2006-10-25,12.0899
2006-10-26,12.0526
2006-10-27,11.8066
2006-10-30,11.8407
2006-10-31,11.8362
2006-11-01,11.6153
2006-11-02,11.6752
2006-11-03,11.7222
2006-11-06,11.8501
2006-11-07,11.7413
2006-11-08,11.8017
2006-11-09,11.7428
2006-11-10,11.7656
2006-11-13,11.9515
2006-11-14,12.157
2006-11-15,12.2223
2006-11-16,12.3209
2006-11-17,12.3928
2006-11-20,12.2998
2006-11-21,12.6626
2006-11-22,12.6218
2006-11-24,12.547
2006-11-27,12.0439
2006-11-28,12.1619
2006-11-29,12.0414
2006-11-30,12.0454
2006-12-01,11.9458
2006-12-04,12.0464
2006-12-05,12.0998
2006-12-06,12.1423
2006-12-07,11.9915
2006-12-08,12.028
2006-12-11,12.0235
2006-12-12,11.9701
2006-12-13,11.9008
2006-12-14,11.9786
2006-12-15,11.9334
2006-12-18,11.4986
2006-12-19,11.6434
2006-12-20,11.501
2006-12-21,11.3346
2006-12-22,11.3192
2006-12-26,11.3676
2006-12-27,11.6285
2006-12-28,11.4926
2006-12-29,11.4409
2007-01-03,11.6176
2007-01-04,12.0069
2007-01-05,12.1045
2007-01-08,12.0148
2007-01-09,12.0626
2007-01-10,12.1609
2007-01-11,12.4159
2007-01-12,12.547
2007-01-16,12.5292
2007-01-17,12.3552
2007-01-18,12.1204
2007-01-19,12.1681
2007-01-22,11.9468
2007-01-23,11.9023
2007-01-24,12.3997
2007-01-25,12.1269
2007-01-26,12.3195
2007-01-29,12.2357
2007-01-30,12.2817
2007-01-31,12.4601
2007-02-01,11.9694
2007-02-02,11.9632
2007-02-05,11.6069
2007-02-06,11.7142
2007-02-07,11.6777
2007-02-08,11.703
2007-02-09,11.4759
2007-02-12,11.3865
2007-02-13,11.4066
2007-02-14,11.5763
2007-02-15,11.4655
2007-02-16,11.676
2007-02-20,11.7296
2007-02-21,11.823
2007-02-22,11.8228
2007-02-23,11.6929
2007-02-26,11.5515
2007-02-27,11.15
2007-02-28,11.1669
2007-03-01,11.1366
2007-03-02,10.8993
2007-03-05,10.9557
2007-03-06,11.3681
2007-03-07,11.3207
2007-03-08,11.2978
2007-03-09,11.2541
2007-03-12,11.2985
2007-03-13,11.0074
2007-03-14,11.1308
2007-03-15,11.0859
2007-03-16,10.9532
2007-03-19,11.1117
2007-03-20,11.0633
2007-03-21,11.3433
2007-03-22,11.4797
2007-03-23,11.4745
2007-03-26,11.5532
2007-03-27,11.5189
2007-03-28,11.4757
2007-03-29,11.4518
2007-03-30,11.3833
2007-04-02,11.3925
2007-04-03,11.742
2007-04-04,11.7028
2007-04-05,11.715
2007-04-09,11.633
2007-04-10,11.5905
2007-04-11,11.5415
2007-04-12,11.6126
2007-04-13,11.5853
2007-04-16,11.7835
2007-04-17,11.747
2007-04-18,11.8268
2007-04-19,11.7184
2007-04-20,11.9875
2007-04-23,11.903
2007-04-24,11.8645
2007-04-25,11.876
2007-04-26,11.9552
2007-04-27,11.9013
2007-04-30,11.7117
2007-05-01,11.6526
2007-05-02,11.5726
2007-05-03,11.7577
2007-05-04,11.7053
2007-05-07,11.6096
2007-05-08,11.5982
2007-05-09,11.6588
2007-05-10,11.4655
2007-05-11,11.5964
2007-05-14,11.4732
2007-05-15,11.3793
2007-05-16,11.7423
2007-05-17,11.7013
2007-05-18,11.6854
2007-05-21,11.6924
2007-05-22,11.823
2007-05-23,11.7761
2007-05-24,11.785
2007-05-25,12.0134
2007-05-29,12.1026
2007-05-30,12.388
2007-05-31,12.3709
2007-06-01,12.4328
2007-06-04,12.5985
2007-06-05,12.8909
2007-06-06,12.8762
2007-06-07,12.797
2007-06-08,12.8077
2007-06-11,12.7046
2007-06-12,12.5413
2007-06-13,12.553
2007-06-14,12.4934
2007-06-15,12.5692
2007-06-18,12.8005
2007-06-19,12.7784
2007-06-20,12.6705
2007-06-21,12.7734
2007-06-22,13.0435
2007-06-25,13.1041
2007-06-26,13.1746
2007-06-27,13.076
2007-06-28,13.0442
2007-06-29,12.9868
2007-07-02,13.1776
2007-07-03,13.276
2007-07-05,13.4571
2007-07-06,13.4017
2007-07-09,13.4802
2007-07-10,13.4996
2007-07-11,13.5277
2007-07-12,13.5491
2007-07-13,13.7188
2007-07-16,13.7394
2007-07-17,13.7893
2007-07-18,13.6527
2007-07-19,13.6301
2007-07-20,12.9227
2007-07-23,12.7336
2007-07-24,12.7707
2007-07-25,12.6653
2007-07-26,12.6216
2007-07-27,12.7182
2007-07-30,12.8231
2007-07-31,12.6713
2007-08-01,12.7443
2007-08-02,12.6964
2007-08-03,12.4974
2007-08-06,12.6713
2007-08-07,12.8208
2007-08-08,13.0633
2007-08-09,12.7888
2007-08-10,12.8141
2007-08-13,12.8079
2007-08-14,12.6365
2007-08-15,12.3619
2007-08-16,12.2121
2007-08-17,12.4238
2007-08-20,12.3711
2007-08-21,12.587
2007-08-22,12.7396
2007-08-23,12.7257
2007-08-24,12.7955
2007-08-27,12.7523
2007-08-28,12.5818
2007-08-29,12.7428
2007-08-30,12.7061
2007-08-31,12.8017
2007-09-04,13.0477
2007-09-05,13.1135
2007-09-06,13.0072
2007-09-07,12.9036
2007-09-10,12.7826
2007-09-11,12.9528
2007-09-12,12.9856
2007-09-13,13.0385
2007-09-14,13.1371
2007-09-17,13.0514
2007-09-18,13.2991
2007-09-19,13.5868
2007-09-20,13.7354
2007-09-21,13.916
2007-09-24,14.1128
2007-09-25,14.1372
2007-09-26,14.1163
2007-09-27,14.0999
2007-09-28,14.0942
2007-10-01,14.4738
2007-10-02,14.5195
2007-10-03,14.5103
2007-10-04,14.3864
2007-10-05,14.7595
2007-10-08,15.1464
2007-10-09,15.2845
2007-10-10,15.5382
2007-10-11,15.454
2007-10-12,15.8364
2007-10-15,15.407
2007-10-16,15.3049
2007-10-17,15.7392
2007-10-18,15.8918
2007-10-19,16.0182
2007-10-22,16.1683
2007-10-23,16.7899
2007-10-24,16.7912
2007-10-25,16.6095
2007-10-26,16.7609
2007-10-29,16.8759
2007-10-30,17.262
2007-10-31,17.5659
2007-11-01,17.4717
2007-11-02,17.6715
2007-11-05,18.0292
2007-11-06,18.4302
2007-11-07,18.2104
2007-11-08,17.2389
2007-11-09,16.4968
2007-11-12,15.7042
2007-11-13,16.4118
2007-11-14,15.9429
2007-11-15,15.644
2007-11-16,15.7429
2007-11-19,15.5496
2007-11-20,16.1134
2007-11-21,16.411
2007-11-23,16.813
2007-11-26,16.5472
2007-11-27,16.7353
2007-11-28,17.1996
2007-11-29,17.3174
2007-11-30,17.218
2007-12-03,16.933
2007-12-04,16.9984
2007-12-05,17.3549
2007-12-06,17.7711
2007-12-07,17.7614
2007-12-10,17.8496
2007-12-11,17.3721
2007-12-12,17.3758
2007-12-13,17.2441
2007-12-14,17.1425
2007-12-17,16.6274
2007-12-18,16.7298
2007-12-19,16.8297
2007-12-20,17.1358
2007-12-21,17.3097
2007-12-24,17.4101
2007-12-26,17.6613
2007-12-27,17.4103
2007-12-28,17.4548
2007-12-31,17.1803
2008-01-02,17.024
2008-01-03,17.0275
2008-01-04,16.3236
2008-01-07,16.131
2008-01-08,15.6945
2008-01-09,16.2292
2008-01-10,16.0684
2008-01-11,15.8577
2008-01-14,16.2446
2008-01-15,15.8428
2008-01-16,15.3037
2008-01-17,14.927
2008-01-18,14.9136
2008-01-22,14.5185
2008-01-23,13.6308
2008-01-24,14.2736
2008-01-25,14.0726
2008-01-28,13.8137
2008-01-29,13.678
2008-01-30,13.6221
2008-01-31,14.0204
2008-02-01,12.8179
2008-02-04,12.3093
2008-02-05,12.5918
2008-02-06,12.4653
2008-02-07,12.5458
2008-02-08,12.8375
2008-02-11,12.9485
2008-02-12,12.8723
2008-02-13,13.283
2008-02-14,13.2241
2008-02-15,13.1592
2008-02-19,12.6452
2008-02-20,12.6464
2008-02-21,12.4939
2008-02-22,12.6166
2008-02-25,12.0859
2008-02-26,11.5331
2008-02-27,11.7485
2008-02-28,11.8114
2008-02-29,11.7068
2008-03-03,11.3549
2008-03-04,11.0464
2008-03-05,11.1234
2008-03-06,10.7507
2008-03-07,10.7669
2008-03-10,10.2766
2008-03-11,10.9281
2008-03-12,10.9365
2008-03-13,11.0069
2008-03-14,10.8804
2008-03-17,10.4319
2008-03-18,10.9112
2008-03-19,10.7333
2008-03-20,10.7718
2008-03-24,11.4429
2008-03-25,11.1999
2008-03-26,11.384
2008-03-27,11.0334
2008-03-28,10.8844
2008-03-31,10.9438
2008-04-01,11.5709
2008-04-02,11.5706
2008-04-03,11.3077
2008-04-04,11.7045
2008-04-07,11.8469
2008-04-08,11.623
2008-04-09,11.5331
2008-04-10,11.6546
2008-04-11,11.3656
2008-04-14,11.2218
2008-04-15,11.102
2008-04-16,11.3055
2008-04-17,11.1691
2008-04-18,13.402
2008-04-21,13.3617
2008-04-22,13.7893
2008-04-23,13.5779
2008-04-24,13.4922
2008-04-25,13.5175
2008-04-28,13.7178
2008-04-29,13.8755
2008-04-30,14.2686
2008-05-01,14.7354
2008-05-02,14.4425
2008-05-05,14.7807
2008-05-06,14.5685
2008-05-07,14.3856
2008-05-08,14.4852
2008-05-09,14.2415
2008-05-12,14.5332
2008-05-13,14.485
2008-05-14,14.3185
2008-05-15,14.4353
2008-05-16,14.4122
2008-05-19,14.3488
2008-05-20,14.3757
2008-05-21,13.6648
2008-05-22,13.6517
2008-05-23,13.5314
2008-05-27,13.9359
2008-05-28,14.1183
2008-05-29,14.485
2008-05-30,14.5546
2008-06-02,14.2862
2008-06-03,14.0949
2008-06-04,14.2172
2008-06-05,14.567
2008-06-06,14.0875
2008-06-09,13.8606
2008-06-10,13.7687
2008-06-11,13.5458
2008-06-12,13.7384
2008-06-13,14.1995
2008-06-16,14.2318
2008-06-17,14.1486
2008-06-18,13.9727
2008-06-19,13.9185
2008-06-20,13.5764
2008-06-23,13.5461
2008-06-24,13.4738
2008-06-25,13.6899
2008-06-26,13.1389
2008-06-27,13.1202
2008-06-30,13.0792
2008-07-01,13.2857
2008-07-02,13.0946
2008-07-03,13.3421
2008-07-07,13.5138
2008-07-08,13.7776
2008-07-09,13.4551
2008-07-10,13.4308
2008-07-11,13.2626
2008-07-14,12.96
2008-07-15,12.8226
2008-07-16,13.3073
2008-07-17,13.2537
2008-07-18,11.9587
2008-07-21,11.6476
2008-07-22,11.8541
2008-07-23,12.155
2008-07-24,11.8171
2008-07-25,12.2236
2008-07-28,11.8543
2008-07-29,12.0032
2008-07-30,11.993
2008-07-31,11.7706
2008-08-01,11.6243
2008-08-04,11.5035
2008-08-05,11.9222
2008-08-06,12.0834
2008-08-07,11.904
2008-08-08,12.2988
2008-08-11,12.4437
2008-08-12,12.4877
2008-08-13,12.4236
2008-08-14,12.5592
2008-08-15,12.675
2008-08-18,12.3806
2008-08-19,12.1868
2008-08-20,12.0501
2008-08-21,12.0881
2008-08-22,12.189
2008-08-25,12.0007
2008-08-26,11.7808
2008-08-27,11.6422
2008-08-28,11.7714
2008-08-29,11.5107
2008-09-02,11.5594
2008-09-03,11.5386
2008-09-04,11.187
2008-09-05,11.0377
2008-09-08,10.4339
2008-09-09,10.4019
2008-09-10,10.2901
2008-09-11,10.7768
2008-09-12,10.8739
2008-09-15,10.7795
2008-09-16,11.0049
2008-09-17,10.2983
2008-09-18,10.9092
2008-09-19,11.1594
2008-09-22,10.6871
2008-09-23,10.6655
2008-09-24,10.8106
2008-09-25,10.9221
2008-09-26,10.7095
2008-09-29,9.4662
2008-09-30,9.9512
2008-10-01,10.2294
2008-10-02,9.702
2008-10-03,9.613
2008-10-06,9.2229
2008-10-07,8.5968
2008-10-08,8.4006
2008-10-09,8.1737
2008-10-10,8.2487
2008-10-13,9.4667
2008-10-14,9.0118
2008-10-15,8.4269
2008-10-16,8.771
2008-10-17,9.256
2008-10-20,9.4244
2008-10-21,9.0128
2008-10-22,8.8368
2008-10-23,8.7536
2008-10-24,8.4299
2008-10-27,8.1864
2008-10-28,9.1618
2008-10-29,8.8947
2008-10-30,8.9367
2008-10-31,8.9285
2008-11-03,8.6088
2008-11-04,9.1169
2008-11-05,8.5032
2008-11-06,8.2294
2008-11-07,8.2274
2008-11-10,7.9203
2008-11-11,7.7384
2008-11-12,7.2301
2008-11-13,7.7538
2008-11-14,7.7026
2008-11-17,7.4567
2008-11-18,7.3896
2008-11-19,6.9612
2008-11-20,6.4489
2008-11-21,6.5202
2008-11-24,6.3963
2008-11-25,7.0077
2008-11-26,7.2572
2008-11-28,7.2788
2008-12-01,6.6087
2008-12-02,6.8353
2008-12-03,6.9426
2008-12-04,6.8162
2008-12-05,7.0559
2008-12-08,7.5061
2008-12-09,7.602
2008-12-10,7.6728
2008-12-11,7.4592
2008-12-12,7.8453
2008-12-15,7.7188
2008-12-16,8.0818
2008-12-17,7.8323
2008-12-18,7.7091
2008-12-19,7.7064
2008-12-22,7.3819
2008-12-23,7.4045
2008-12-24,7.527
2008-12-26,7.4626
2008-12-29,7.3896
2008-12-30,7.531
2008-12-31,7.6438
2009-01-02,7.9834
2009-01-05,8.1506
2009-01-06,8.2999
2009-01-07,8.0005
2009-01-08,8.0795
2009-01-09,7.8281
2009-01-12,7.769
2009-01-13,7.8095
2009-01-14,7.4778
2009-01-15,7.4286
2009-01-16,7.4455
2009-01-20,7.0251
2009-01-21,7.5302
2009-01-22,7.6152
2009-01-23,8.0674
2009-01-26,8.0468
2009-01-27,8.2358
2009-01-28,8.6629
2009-01-29,8.53
2009-01-30,8.411
2009-02-02,8.4617
2009-02-03,8.4587
2009-02-04,8.5221
2009-02-05,8.7884
2009-02-06,9.2247
2009-02-09,9.4108
2009-02-10,8.9074
2009-02-11,8.8957
2009-02-12,9.0202
2009-02-13,8.8868
2009-02-17,8.5136
2009-02-18,8.7732
2009-02-19,8.5131
2009-02-20,8.6078
2009-02-23,8.2005
2009-02-24,8.5829
2009-02-25,8.4883
2009-02-26,8.3774
2009-02-27,8.3976
2009-03-02,8.1285
2009-03-03,8.0868
2009-03-04,7.9238
2009-03-05,7.5938
2009-03-06,7.6666
2009-03-09,7.2273
2009-03-10,7.6567
2009-03-11,7.8987
2009-03-12,8.0383
2009-03-13,8.0604
2009-03-16,7.9429
2009-03-17,8.3317
2009-03-18,8.2761
2009-03-19,8.1976
2009-03-20,8.203
2009-03-23,8.6612
2009-03-24,8.6257
2009-03-25,8.5486
2009-03-26,8.7777
2009-03-27,8.6388
2009-03-30,8.5143
2009-03-31,8.6478
2009-04-01,8.7976
2009-04-02,9.0065
2009-04-03,9.1874
2009-04-06,9.1492
2009-04-07,8.9109
2009-04-08,8.9941
2009-04-09,9.255
2009-04-13,9.3944
2009-04-14,9.1658
2009-04-15,9.4289
2009-04-16,9.6585
2009-04-17,9.7454
2009-04-20,9.4239
